13391,I am also having the same issue with a java.sql.Timestamp based attribute. The date I entered into the field was 'not a date'. Of course,neutral
13658,> Would it have an impact to remove this 'name' attribute from the generated 'form' tag ? YES! If you need XHTML strict compliance,neutral
13977,Assigning this to future until the dependent XWork enhancement is made.,neutral
13997,Integrated in Struts2-JDK6 #573 (See https://builds.apache.org/job/Struts2-JDK6/573/) WW-3928 Rollbacks changes introduced with WW-2749 to allow work with mod_jk and so on (Revision 1415770) Result = SUCCESS lukaszlenart : Files : /struts/struts2/trunk/plugins/tiles/src/main/java/org/apache/struts2/tiles/StrutsTilesRequestContext.java,neutral
14206,Ported the solution of WW-2551 to the Struts 2.0 branch.,neutral
14237,Resolving this issue as the original problem has been fixed. Please open a new ticket if you feel session invalidation should also be addressed.,neutral
14371,This is by design,neutral
14387,we're moving away from dojo integration in struts2,neutral
14571,yay! it should be really really easy (not including the test,positive
14704,This has been committed in XWork and will be part of the XWork 2.1 release. See: http://jira.opensymphony.com/browse/XW-541,neutral
14849,Reporter asked for this to be closed.,neutral
14921,Makes sense to me.,neutral
15073,duplicate of WW-1598,neutral
15084,Hellow,neutral
15330,As of r438174 ,neutral
15698,I believe this is an issue. I have an action saveAction which I want to chain to editAction whenever there is a validation error. This is often necessary because a JSP will be displayed which has dynamic content such as a selectable list of items. However,neutral
15793,This has been fixed in CVS. You can get the latest xwork.jar (which fixes the problem) from http://ivyrep.opensymphony.com,neutral
15801,Given the dependencies,negative
15893,You are only flushing the writer,neutral
16633,This was fixed by having all the items in the action chain having their properties copied over to the new action.,neutral
16677,Property editors may throw a PropertyException with a bundle key and this will then be localized in ActionSupport.,neutral
16908,Thanks. The problem is with deferred node expansion,positive
17369,Marking this issue as resolved. Reasons: - Not reproducible. - No feedback from reporter. - If there was a dependency issue,neutral
17727,Verified. I added the info to the RELEASE_NOTES file.,neutral
17895,Verified. I added the info to the RELEASE_NOTES file.,neutral
17964,Fixed.,neutral
18020,r563181 pom.xml,neutral
18037,r499213. The API changed as described in previous comments,neutral
18059,This was probably fixed by WODEN-86 which introduced support for the curly brace syntax in the http location template. This JIRA can now be closed.,neutral
18121,Resolved with no further action,neutral
18301,Issue is resolved. Closing per Bryant's approval to do so.,neutral
18707,Ah,neutral
18885,Thanks Sven!,positive
19423,Attached QuickStart. Access URL is https://localhost:8443/test/ajaxtest - click on the buttons several times - refresh page: the counters should now reflect the clicks - click on the buttons more times - refresh page: the counters do not reflect click after first refresh,neutral
19722,Just an idea: how about treating a jar as versioned resource? For example in my case that would work beautifully: my star rating component was in its own jar file,neutral
19905,Bummer! -- The solution too this problem was that my JVM had too little memory (64MB) for allocating all the byte buffers required for writing / reading serialized pages.,negative
19946,Is there any documentation such as 'getting started with swarm' available? If there is,neutral
20061,Fixed with r1097472.,neutral
20258,By the way,neutral
20625,Integrated in Apache Wicket 1.4.x #200 (See [https://hudson.apache.org/hudson/job/Apache%20Wicket%201.4.x/200/]) ?•?ä?•?ä?•?ä?•?ä,neutral
20748,Integrated in Apache Wicket 1.4.x #58 (See [http://hudson.zones.apache.org/hudson/job/Apache%20Wicket%201.4.x/58/]) ?•?ä?•?ä?•?ä?•?ä,neutral
20927,woops,neutral
20968,Integrated in Apache Wicket 1.5.x #54 (See [http://hudson.zones.apache.org/hudson/job/Apache%20Wicket%201.5.x/54/]) ?•?ä?•?ä?•?ä?•?ä,neutral
21128,thanks,positive
21977,How about my comment at the end? 'Also,neutral
22766,Fixed and I've tested it.,neutral
23357,It is just resolved in 2.0 and the changes for 1.x have been committed at the same moment. The dot: you'll find that the xml parser is not a general purpose xml parser complying to all details of xml. It doesn't have to. It just implements what is sufficient for Wicket. If only if there is a real need to implement an additional detail,neutral
23562,Rolled back the change to Resource and included a FIXME that notes we don't cover all cases. But that doesn't lead to very serious problems anymore as it least the exception isn't thrown up in ComponentResourceRequestTarget anymore.,neutral
23785,I just put this in branch-0.8 too. In fact,neutral
23837,Closing since Whirr was updated to jclouds 1.5.0 in WHIRR-659.,neutral
24531,Changed the site to include the incubator disclaimer and incubator logo.,neutral
24937,Committed in rev 983396,neutral
25612,Sorry for the link 'block',negative
26184,patch applied.,neutral
26594,Close all resolved issues for Engine 1.5 release.,neutral
27659,Closing as FIXED,neutral
27962,Code delivered to SVN.,neutral
28310,Change the element type of 'attributes' to FSAttribute.,neutral
28313,Thanks for that comment Richard! I was laboring under the (false) impression that I could not change the docs that went with our previous releases,positive
28338,added fixVersion,neutral
28741,documentation needs updating,neutral
28865,Fixed a prompt that asks user to enter either 's' or 'q'.,neutral
29014,applied patch,positive
29492,I think this should be fixed/changed for uima-base too. Is there a reason it wasn't?,neutral
30705,Patch applied Eric.,neutral
31064,Closing resolved issues,neutral
31554,Dave has let me know that this has resoved the issue,neutral
31813,Closing because this has been in RESOLVED state for over one year,neutral
31936,Closing because this has been in RESOLVED state for over one year,neutral
32084,Closing because this has been in RESOLVED state for over one year,neutral
32125,This change is now in trunk as part of r679774.,neutral
32383,Closing because this has been in RESOLVED state for over one year,neutral
33026,Closing because this has been in RESOLVED state for over one year,neutral
33049,This is now fixed!,positive
33264,Assign to 1.0 during tidy up prior to 1.1,neutral
33497,Closing because this has been in RESOLVED state for over one year,neutral
33812,Here is a complete patch removing Composite* from the getImplementation() calls,neutral
33963,Assign to 1.0 during tidy up prior to 1.1,neutral
34239,Fixed in revision 406707.,neutral
34559,Lazy session associated has been implemented in the TuscanyValve The spec people are still discussing Scope so I am going to close this and we can open a new issue when the spec clearly defines how scopes operate.,neutral
36048,Right now ET_CALL,neutral
36052,Moving these all to a 'Doc 3.x' release version.,neutral
36717,UIXListView also provides selection functionality through 'selectedRowKeys',neutral
37179,Patch over 1.2.12.3 branch.,neutral
37251,This issue is already comitted,neutral
37398,More done: -absolute-ordering faces-config/factory/view-declaration-language-factory faces-config/render-kit/renderer/client-behavior-renderer faces-config/application/partial-traversal,neutral
37778,The call to launchDialog must supply a component for delivery of the returnListener event. This bug is invalid.,neutral
37860,Attention: - Please refer https://issues.apache.org/jira/browse/TRINIDAD-1145 for a possible fix,neutral
37992,The issue as described by (resolved) issue TRINIDAD-1171 occurs consistently in our environment using 1.2.10,neutral
38797,home page fixed in svn.,neutral
38950,I've re-worked my code and the problem has now 'gone away'. The original code,positive
39032,Reopening issues to set version.,neutral
40844,Looks like a user issue to me,neutral
41195,Thanks to Hazem Saleh for provide us this enhancement fixed at revision 655653,positive
41962,I have fixed that issue by checking for a null before the line 95 of HtmlInputTextRenderer: writer.writeAttribute(HTML.VALUE_ATTR,neutral
42086,Thanks to Simon Kitching.,positive
42670,add separate handling for webkit browser,neutral
43512,I think you have enable ajax. f:loadBundle has only request scope. If you request the table sort the ajax response didn't know anything about the resource bundle. Please use tc:loadBundle it has session scope. But tc:loadBundle has a different semantic. Please consult the demo or other examples how to use it.,neutral
43983,Closed due to the release of Tiles 2.1.1,neutral
44105,Closed due to the release of Tiles 2.1.0.,neutral
44952,As suggested above,positive
45050,Actually I think I already applied similar changes when doing the POI 3.6 upgrade in TIKA-353. Resolving as fixed.,neutral
45473,Integrated in Thrift #633 (See https://builds.apache.org/job/Thrift/633/) THRIFT-1879 Add support for GObject-Introspection (Revision a51186b7f2bd388d95485404017f05eb3b861074) Result = ABORTED roger : https://git-wip-us.apache.org/repos/asf?p=thrift.git&a=commit&h=a51186b7f2bd388d95485404017f05eb3b861074 Files : lib/c_glib/src/thrift/c_glib/transport/thrift_transport.h lib/c_glib/src/thrift/c_glib/server/thrift_simple_server.h lib/c_glib/src/thrift/c_glib/transport/thrift_buffered_transport.h lib/c_glib/src/thrift/c_glib/transport/thrift_framed_transport.h lib/c_glib/src/thrift/c_glib/protocol/thrift_protocol_factory.h lib/c_glib/src/thrift/c_glib/protocol/thrift_binary_protocol_factory.h lib/c_glib/src/thrift/c_glib/transport/thrift_server_socket.h lib/c_glib/src/thrift/c_glib/protocol/thrift_binary_protocol.h lib/c_glib/src/thrift/c_glib/server/thrift_server.h lib/c_glib/src/thrift/c_glib/transport/thrift_transport_factory.h lib/c_glib/src/thrift/c_glib/transport/thrift_server_transport.h lib/c_glib/src/thrift/c_glib/thrift_application_exception.h lib/c_glib/src/thrift/c_glib/transport/thrift_memory_buffer.h lib/c_glib/src/thrift/c_glib/transport/thrift_socket.h lib/c_glib/src/thrift/c_glib/protocol/thrift_protocol.h lib/c_glib/src/thrift/c_glib/thrift_struct.h,neutral
45651,Integrated in Thrift #533 (See https://builds.apache.org/job/Thrift/533/) Thrift-1701:node.js TBufferedTransport buffer corruption Patch: Marshall Roch fix buffer copy method calls (Revision 1389517) Result = SUCCESS,neutral
45835,Integrated in Thrift #407 (See https://builds.apache.org/job/Thrift/407/) THRIFT-1517 TTransport.ReadAll() should set exception type to EndOfFile Patch: Stefan Gmeiner (Revision 1291039) Result = SUCCESS roger : http://svn.apache.org/viewvc/?view=rev&rev=1291039 Files : /thrift/trunk/lib/csharp/src/Transport/TTransport.cs,neutral
46068,Integrated in Thrift #230 (See https://builds.apache.org/job/Thrift/230/) THRIFT-1284. cpp: fix processor inheritance Don't make processors that have a proper parent class also inherit from TProcessor. Patch: Adam Simpkins bryanduxbury : http://svn.apache.org/viewvc/?view=rev&rev=1160933 Files : /thrift/trunk/compiler/cpp/src/generate/t_cpp_generator.cc,neutral
46121,#NOME?,neutral
46218,was introduced with THRIFT-1267,neutral
46309,committed,neutral
46878,Bryan,neutral
46942,Second shot at this one,neutral
47248,In r681863,neutral
48034,Very curious as to where you saw that exception. Because digging through my log files,neutral
49361,Much cleared exception now .... org.apache.hivemind.ApplicationRuntimeException Component BadInjectComponent/border is not assignable to type org.apache.tapestry.html.Body. location: Annotation @org.apache.tapestry.annotations.InjectComponent(value=border) of public abstract org.apache.tapestry.html.Body pages.BadInjectComponent.getBorder() Stack Trace: ?•?ä?•?ä?•?ä?•?ä* org.apache.tapestry.TapestryUtils.getComponent(TapestryUtils.java:301) ?•?ä?•?ä?•?ä?•?ä* $BadInjectComponent_0.finishLoad($BadInjectComponent_0.java) ?•?ä?•?ä?•?ä?•?ä* org.apache.tapestry.pageload.PageLoader.constructComponent(PageLoader.java:470) ?•?ä?•?ä?•?ä?•?ä* org.apache.tapestry.pageload.PageLoader.loadPage(PageLoader.java:639) ?•?ä?•?ä?•?ä?•?ä* $IPageLoader_1066542252f.loadPage($IPageLoader_1066542252f.java) ?•?ä?•?ä?•?ä?•?ä* $IPageLoader_10665422530.loadPage($IPageLoader_10665422530.java) ?•?ä?•?ä?•?ä?•?ä* org.apache.tapestry.pageload.PageSource.getPage(PageSource.java:118),neutral
49721,It's actually been in there (in jakarta.apache.org/tapestry/current and in CVS) for a while.,neutral
49893,Fixed - thanks!,positive
50449,Does not occurs on Firefox or Curl. Probably a Chrome problem.,neutral
50490,Integrated in tapestry-trunk-freestyle #515 (See [https://builds.apache.org/job/tapestry-trunk-freestyle/515/]) ?•?ä?•?ä?•?ä?•?äTAP5-1621 - Fixed test joshcanfield : http://svn.apache.org/viewcvs.cgi/?root=Apache-SVN&view=rev&rev=1167447 Files : * /tapestry/tapestry5/trunk/tapestry-ioc/src/test/java/org/apache/tapestry5/ioc/internal/services/TypeCoercerImplTest.java,neutral
50889,Seems like this has all been done.,neutral
51981,Thanks for the sample app,positive
52309,Integrated in Syncope-ROLE_PROVISIONING #4 (See [https://builds.apache.org/job/Syncope-ROLE_PROVISIONING/4/]) ?•?ä?•?ä?•?ä?•?ä[SYNCOPE-173][SYNCOPE-219] (Additional) Moving some classes to new packages as preparation for role-related workflow classes (Revision 1408258) [SYNCOPE-173][SYNCOPE-219] Moving some classes to new packages as preparation for role-related workflow classes (Revision 1408249) ?•?ä?•?ä?•?ä?•?ä?•?äResult = SUCCESS ilgrosso : Files : * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/init/ContentLoader.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/init/SpringContextInitializer.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/policy/AccountPolicyEnforcer.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/rest/controller/UserController.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/rest/controller/WorkflowController.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/sync/SyncopeSyncResultHanlder.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/resources/workflow.properties * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/resources/workflowContext.xml * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/test/resources/noopworkflow/workflow.properties * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/test/resources/noopworkflow/workflowContext.xml * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/test/resources/workflow.properties ilgrosso : Files : * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/init/ActivitiWorkflowLoader.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/init/SpringContextInitializer.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/policy/AccountPolicyEnforcer.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/rest/controller/UserController.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/rest/controller/WorkflowController.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/sync/SyncopeSyncResultHanlder.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/AbstractUserWorkflowAdapter.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/ActivitiUserWorkflowAdapter.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/NoOpUserWorkflowAdapter.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/UserWorkflowAdapter.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/activiti * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/role * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/AbstractUserWorkflowAdapter.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/NoOpUserWorkflowAdapter.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/UserWorkflowAdapter.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/activiti * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/activiti/ActivitiUserWorkflowAdapter.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/activiti/ActivitiWorkflowLoader.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/activiti/SyncopeEntitiesVariableType.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/activiti/SyncopeGroupManager.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/activiti/SyncopeGroupQueryImpl.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/activiti/SyncopeSession.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/activiti/SyncopeSessionFactory.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/activiti/SyncopeUserManager.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/activiti/SyncopeUserQueryImpl.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/activiti/task * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/activiti/task/AbstractActivitiDelegate.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/activiti/task/AutoActivate.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/activiti/task/Create.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/activiti/task/Delete.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/activiti/task/GenerateToken.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/activiti/task/Reactivate.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/activiti/task/Suspend.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/activiti/task/Update.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/resources/userWorkflow.bpmn20.xml * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/resources/workflow.properties * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/resources/workflowContext.xml * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/test/resources/workflow.properties,neutral
52597,thanks Malith for your contribution...patch committed under rev. 1326522,positive
53257,Thanks for the patch,positive
53284,Resolved in Version 1.2_QA_B1 . Therefore will be closing the issue,neutral
53882,Fixed in both the current trunk and 1.2.x branch,positive
54763,Fixed.,neutral
57081,Closing as fixed.,neutral
57161,The tests have been added,neutral
57316,Fixed with the referenced change.,neutral
57398,Marking as Resolved in 4.2.0 _x0089_?õ?í I couldn't reproduce it even there. Will close once we create a regression test,neutral
58473,rules/,neutral
58484,Build on Windows looks also okay but there are still other problem loading the model data for the entity hub.,neutral
58727,Example RequestDocumentor output for the StatelessEngineTest,neutral
59054,The aborted build for hadoop 100 profile seems to be some sort of Jenkins issue.,neutral
59275,Failure on profile 200 is expected and will be handled by SQOOP-731.,neutral
60192,[branch_4x commit] Mark Robert Miller http://svn.apache.org/viewvc?view=revision&revision=1427873 SOLR-4254: Harden the 'leader requests replica to recover' code path.,neutral
60217,The commit tag bot is neat!,positive
60365,Fix committed as part of SOLR-4134.,neutral
60566,[branch_4x commit] Michael McCandless http://svn.apache.org/viewvc?view=revision&revision=1390137 SOLR-3879: don't ship servlet-api*.jar,neutral
60669,committed to 4.x and 5.x,neutral
60790,build.xml cleanup... Committed revision 1368286. - trunk Committed revision 1368287. - 4x,neutral
60965,Hoss,neutral
61104,I hope someone can fix this,negative
61118,I do have some interest in working on this,neutral
61272,Thanks Alexey,positive
61660,Variables specified in data config are also resolved with system properties so there is no reason anymore to configure DIH via solrconfig. Hence,neutral
61898,bulk close for 3.4,neutral
63697,Ah,positive
64082,This bug was modified as part of a bulk update using the criteria... Marked 'Resolved' and 'Fixed' Had no 'Fix Version' versions Was listed in the CHANGES.txt for 1.3 as of today 2008-03-15 The Fix Version for all 29 issues found was set to 1.3,neutral
64300,closing.,neutral
64407,This bug was modified as part of a bulk update using the criteria... Marked ('Resolved' or 'Closed') and 'Fixed' Had no 'Fix Version' versions Was listed in the CHANGES.txt for 1.1 The Fix Version for all 38 issues found was set to 1.1,neutral
64751,Thanks for the patch J?å_rgen. Revision 1028760.,positive
65088,The fix for SMXCOMP-759 also resolve this issue,neutral
65869,please apply these two patches in the $SMX4.0/runtime/trunk & $SMX4.0/nmr/trunk respectively. As Guillaume's mentioned above: Define a deploymentListener in the filemonitor module. Define a JBI artifactDeployment Listener for dealing with JBI artifact,neutral
67087,resolved,neutral
67301,Very nice,positive
68136,Committed to the 3.2 branch via revision 634707 and to the trunk (3.3) via revision 634714.,neutral
68254,I forgot servicemix-soap on the 3.2 branch: http://svn.apache.org/viewvc?diff_format=h&view=rev&revision=657762 And also added it to the trunk http://svn.apache.org/viewvc?diff_format=h&view=rev&revision=657764 http://svn.apache.org/viewvc?diff_format=h&view=rev&revision=657765,neutral
68305,Updated the binding components' parent pom.xml http://svn.apache.org/viewvc?view=rev&revision=557983,neutral
68539,Please be informed that I am no longer accessible through this email address. Pls refrain from sending further messages. I will just personally contact you with my new email address. For any concerns / issues / inputs relating to your transactions with Exist,neutral
69716,I really meant to remove this functionality: What is the use for it anyway ? It doesn't hurt today (except for a few bytes eaten) but it may be confusing. So,negative
70265,If I see it correctly,negative
71224,Additional fixes in Rev. 737663 and fixing the jcrapp module in Rev. 737664 completes this issue.,neutral
71371,Tested this fix with two servlet containers (Jetty and Day Servlet Engine) as well as with Firefox 2 on Linux and Windows and Firefox 3 (Windows),neutral
72474,Closing all resolved issues due to a successful 1.0.0-incubating release,neutral
73133,resolved.,neutral
74046,Looks good,positive
74301,Applied in r648154. Thanks!,positive
74448,Closing this one since it doesn't fit in with the current caja integration anymore.,neutral
74491,Chain 1.2 is now available in the m2 repo. Updated patches to include logging 1.1.1 and scxml 0.8,neutral
75121,[[ Old comment,neutral
75762,Hi Dave,negative
75901,Refactoring out common code into a parent processing class for ack request/close/terminate,neutral
76244,merged into piper commit d5b96f571c6c43c9e42dfdc78fd906b6b5254e67,neutral
76425,This was done long ago and is now in trunk and ready for release,neutral
76494,Closed issues related to Roller 5.0 release.,neutral
76643,Closed issues related to Roller 5.0 release.,neutral
77011,Closing all resolved/fixed issues of already released versions of Roller.,neutral
77424,The macro is also deprecated now,neutral
77769,Closing resolved but not fixed (i.e.,neutral
78211,Also fixed in main 0.9.7 branch,neutral
78329,Issue fixed.,neutral
79211,Thanks Marijan,neutral
79309,Closing old resolved issues,neutral
80577,Test log,neutral
80738,Rejected for 0.20. Allow me to clarify my position. I was prepared to accept this for 0.20. Right or wrong,negative
80768,Now merged to the 0.20 release branch.,neutral
81230,The above commits were approved by Justin on the dev list,neutral
81302,Changes merged to the 0.16 branch,neutral
142960,Looks like patch failed QA due to lack of tests. Are there existing tests for the shell? At a glance I couldn't find any.,neutral
143113,This patch just removes the lines of code that send the second NEWLEADER quorum packet. The first packet is sent with: leaderLastZxid = leader.startForwarding(this updates),neutral
143772,Committed to trunk. Thanks Edward.,positive
144827,Rakesh  The patch looks good to me. Ill wait for hudson to check this in. We are good to go for 3.4 RC now! Thanks Rakesh!,positive
144829,Just committed this to trunk and 3.4 branch. Thanks Rakesh!,positive
147770,Sorry I meant ZOOKEEPER-1239.,negative
148049,Added license headers.,neutral
148846,No this was on 3.3.3 (sorry I should have mentioned that before).  That's great to know thanks!,positive
